SECID,BOARDID,SHORTNAME,PREVPRICE,LOTSIZE,FACEVALUE,STATUS,BOARDNAME,DECIMALS,SECNAME,REMARKS,MARKETCODE,INSTRID,SECTORID,MINSTEP,PREVWAPRICE,FACEUNIT,PREVDATE,ISSUESIZE,ISIN,LATNAME,REGNUMBER,PREVLEGALCLOSEPRICE,CURRENCYID,SECTYPE,LISTLEVEL,SETTLEDATE
ROLO,TQBR,Русолово,1.1238,1000,0.1,A,Т+: Акции и ДР - безадрес.,4,"""Русолово"" ПАО ао",,FNDT,EQIN,,0.0002,1.1404,SUR,2024-05-24,30001000000,RU000A0JU1B0,Rusolovo PAO ao,1-01-15065-A,1.1238,SUR,1,3,2024-05-28
ROSB,TQBR,Росбанк ао,118.0,10,10.0,A,Т+: Акции и ДР - безадрес.,1,РОСБАНК ПАО ао,,FNDT,EQIN,,0.2,117.6,SUR,2024-05-24,1551401853,RU000A0HHK26,ROSBANK,10102272B,118.0,SUR,1,3,2024-05-28
ROSN,TQBR,Роснефть,585.1,1,0.01,A,Т+: Акции и ДР - безадрес.,2,ПАО НК Роснефть,,FNDT,EQIN,,0.05,587.4,SUR,2024-05-24,10598177817,RU000A0J2Q06,Rosneft,1-02-00122-A,587.4,SUR,1,1,2024-05-28
ROST,TQBR,РОСИНТЕРао,170.8,10,169.7,A,Т+: Акции и ДР - безадрес.,1,РОСИНТЕР РЕСТОРАНТС (ПАО),,FNDT,EQIN,,0.2,179.8,SUR,2024-05-24,16305334,RU000A0JP922,ROSINTER RESTAURANTS ao,1-02-55033-E,170.8,SUR,1,3,2024-05-28
RTGZ,TQBR,ГазпРнД ао,45400.0,1,2000.0,A,Т+: Акции и ДР - безадрес.,0,Газпром газорасп Р-н-Д ПАО ао,,FNDT,EQIN,,100.0,47400.0,SUR,2024-05-24,120246,RU000A0JPG04,Gazprom gazorasp. Rostov ao,1-02-30742-E,45500.0,SUR,1,3,2024-05-28
RTKM,TQBR,Ростел -ао,105.37,10,0.0025,A,Т+: Акции и ДР - безадрес.,2,Ростелеком (ПАО) ао.,,FNDT,EQIN,,0.01,104.9,SUR,2024-05-24,3282997929,RU0008943394,Rostelecom,1-01-00124-A,105.36,SUR,1,1,2024-05-28
RTKMP,TQBR,Ростел -ап,85.55,10,0.0025,A,Т+: Акции и ДР - безадрес.,2,Ростелеком (ПАО) ап.,,FNDT,EQIN,,0.05,85.85,SUR,2024-05-24,209565147,RU0009046700,Rostelecom- (pref),2-01-00124-A,85.8,SUR,2,1,2024-05-28
RTSB,TQBR,ТНСэнРст,4.715,1000,0.02,A,Т+: Акции и ДР - безадрес.,3,ТНС энерго Ростов. ПАО ао,,FNDT,EQIN,,0.005,4.66,SUR,2024-05-24,8128764676,RU000A0D8PB4,TNS energo Rostov-na-Dony ao,1-01-50095-A,4.715,SUR,1,3,2024-05-28
RTSBP,TQBR,ТНСэнРст-п,2.128,1000,0.02,A,Т+: Акции и ДР - безадрес.,3,ТНС энерго Ростов. ПАО ап,,FNDT,EQIN,,0.002,2.188,SUR,2024-05-24,925737256,RU000A0D8PC2,TNS energo Rostov-na-Dony(prf),2-01-50095-A,2.128,SUR,2,3,2024-05-28
RUAL,TQBR,РУСАЛ ао,44.21,10,0.656517,A,Т+: Акции и ДР - безадрес.,3,РУСАЛ ОК МКПАО ао,,FNDT,EQIN,,0.005,44.59,SUR,2024-05-24,15193014862,RU000A1025V3,RUSAL ao,1-01-16677-A,44.51,SUR,1,1,2024-05-28
RUSI,TQBR,ИКРУСС-ИНВ,118.7,10,1.0,A,Т+: Акции и ДР - безадрес.,1,РУСС-ИНВЕСТ ИК ПАО ао,,FNDT,EQIN,,0.1,118.9,SUR,2024-05-24,109000000,RU000A0JQ9W5,RUSS-INVEST IC ao,1-01-00409-A,118.4,SUR,1,3,2024-05-28
RZSB,TQBR,РязЭнСб,43.56,100,0.05,A,Т+: Акции и ДР - безадрес.,2,"""Рязанская энергосб.комп"" ПАО",,FNDT,EQIN,,0.02,43.58,SUR,2024-05-24,206940220,RU000A0D9AF5,"JSC ""Ryazanenergosbyt""",1-01-50092-A,43.56,SUR,1,3,2024-05-28
SAGO,TQBR,СамарЭн-ао,3.715,1000,0.25,A,Т+: Акции и ДР - безадрес.,3,Самараэнерго (ПАО) - ао,,FNDT,EQIN,,0.005,3.775,SUR,2024-05-24,3538928532,RU0009098255,SamaraEnergo ao,1-02-00127-A,3.715,SUR,1,3,2024-05-28
SAGOP,TQBR,СамарЭн-ап,3.98,1000,0.01,A,Т+: Акции и ДР - безадрес.,3,Самараэнерго (ПАО) - ап,,FNDT,EQIN,,0.005,3.98,SUR,2024-05-24,521993080,RU0009084495,SamaraEnergo(pref),2-02-00127-A,3.98,SUR,2,3,2024-05-28
SARE,TQBR,СаратЭн-ао,0.59,10000,0.02,A,Т+: Акции и ДР - безадрес.,3,Саратовэнерго(ПАО)-ао,,FNDT,EQIN,,0.001,0.593,SUR,2024-05-24,4865127996,RU0009100754,SaratovEnergo ao,1-02-00132-A,0.59,SUR,1,3,2024-05-28
SAREP,TQBR,СаратЭн-ап,0.342,10000,0.02113,A,Т+: Акции и ДР - безадрес.,4,Саратовэнерго(ПАО)-ап,,FNDT,EQIN,,0.0005,0.3435,SUR,2024-05-24,1493316000,RU0009100762,SaratovEnergo (pref),2-02-00132-A,0.342,SUR,2,3,2024-05-28
SBER,TQBR,Сбербанк,321.0,10,3.0,A,Т+: Акции и ДР - безадрес.,2,Сбербанк России ПАО ао,,FNDT,EQIN,,0.01,321.65,SUR,2024-05-24,21586948000,RU0009029540,Sberbank,10301481B,321.3,SUR,1,1,2024-05-28
SBERP,TQBR,Сбербанк-п,321.58,10,3.0,A,Т+: Акции и ДР - безадрес.,2,Сбербанк России ПАО ап,,FNDT,EQIN,,0.01,322.0,SUR,2024-05-24,1000000000,RU0009029557,Sberbank (pref),20301481B,321.64,SUR,2,1,2024-05-28
SELG,TQBR,Селигдар,71.29,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""Селигдар""  ао",,FNDT,EQIN,,0.01,72.62,SUR,2024-05-24,1030000000,RU000A0JPR50,Seligdar,1-01-32694-F,71.6,SUR,1,1,2024-05-28
SFIN,TQBR,ЭсЭфАй ао,1349.6,1,0.67,A,Т+: Акции и ДР - безадрес.,1,ЭсЭфАй ПАО ао,,FNDT,EQIN,,0.2,1368.2,SUR,2024-05-24,111637791,RU000A0JVW89,SFI ao,1-02-56453-P,1349.6,SUR,1,1,2024-05-28
SGZH,TQBR,Сегежа,3.288,100,0.1,A,Т+: Акции и ДР - безадрес.,3,Сегежа ао,,FNDT,EQIN,,0.001,3.39,SUR,2024-05-24,15690000000,RU000A102XG9,Segezha,1-01-87154-H,3.341,SUR,1,1,2024-05-28
SIBN,TQBR,Газпрнефть,729.2,1,0.0016,A,Т+: Акции и ДР - безадрес.,2,Газпром нефть ПАО ао,,FNDT,EQIN,,0.05,732.5,SUR,2024-05-24,4741299639,RU0009062467,Gazprom neft,1-01-00146-A,734.45,SUR,1,3,2024-05-28
SLEN,TQBR,Сахэнер ао,4.62,100,10.0,A,Т+: Акции и ДР - безадрес.,3,"ПАО ""Сахалинэнерго"" ао",,FNDT,EQIN,,0.005,4.675,SUR,2024-05-24,1237175444,RU0009280465,Sakhalinenergo ao,1-03-00272-A,4.62,SUR,1,3,2024-05-28
SMLT,TQBR,Самолет ао,3493.5,1,25.0,A,Т+: Акции и ДР - безадрес.,1,ГК Самолет ао,,FNDT,EQIN,,0.5,3499.0,SUR,2024-05-24,61579358,RU000A0ZZG02,Samolet,1-01-16493-A,3493.5,SUR,1,1,2024-05-28
SNGS,TQBR,Сургнфгз,31.74,100,1.0,A,Т+: Акции и ДР - безадрес.,3,Сургутнефтегаз ПАО акции об.,,FNDT,EQIN,,0.005,32.06,SUR,2024-05-24,35725994705,RU0008926258,Surgut,1-01-00155-A,31.85,SUR,1,2,2024-05-28
SNGSP,TQBR,Сургнфгз-п,70.705,100,1.0,A,Т+: Акции и ДР - безадрес.,3,Сургутнефтегаз ПАО ап,,FNDT,EQIN,,0.005,70.66,SUR,2024-05-24,7701998235,RU0009029524,Surgut-pref,2-01-00155-A,70.9,SUR,2,2,2024-05-28
SOFL,TQBR,iСофтлайн,170.84,10,0.001499992500037,A,Т+: Акции и ДР - безадрес.,2,Софтлайн ао,,FNDT,EQIN,,0.02,172.8,SUR,2024-05-24,324000000,RU000A0ZZBC2,Softline,1-01-45848-H,173.04,SUR,1,2,2024-05-28
SPBE,TQBR,СПБ Биржа,115.6,1,3.75,A,Т+: Акции и ДР - безадрес.,1,СПБ Биржа ао,,FNDT,EQIN,,0.1,116.0,SUR,2024-05-24,132843907,RU000A0JQ9P9,SPB Exchange,1-01-55439-E,116.4,SUR,1,3,2024-05-28
STSB,TQBR,СтаврЭнСб,3.21,1000,0.0048,A,Т+: Акции и ДР - безадрес.,3,Ставрополэнергосбыт ПАО ао,,FNDT,EQIN,,0.005,3.24,SUR,2024-05-24,859074636,RU000A0ET1W4,StavropolEnergoSbyt,1-01-50119-A,3.21,SUR,1,3,2024-05-28
STSBP,TQBR,СтаврЭнСбп,3.214,1000,0.0048,A,Т+: Акции и ДР - безадрес.,3,Ставрополэнергосбыт ПАО ап,,FNDT,EQIN,,0.002,3.196,SUR,2024-05-24,262100364,RU000A0ET1Z7,StavropolEnergoSbyt (pref),2-01-50119-A,3.214,SUR,2,3,2024-05-28
SVAV,TQBR,СОЛЛЕРС,1017.5,1,12.5,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""СОЛЛЕРС""",,FNDT,EQIN,,0.5,1031.5,SUR,2024-05-24,31486001,RU0006914488,Sollers Avto,1-01-02461-D,1010.0,SUR,1,2,2024-05-28
SVCB,TQBR,Совкомбанк,18.22,100,0.1,A,Т+: Акции и ДР - безадрес.,3,Совкомбанк ао,,FNDT,EQIN,,0.005,18.31,SUR,2024-05-24,20693945875,RU000A0ZZAC4,Sovcombank,10100963B,18.26,SUR,1,1,2024-05-28
SVET,TQBR,Светофор,28.9,1,1.0,A,Т+: Акции и ДР - безадрес.,2,Светофор Групп ао,,FNDT,EQIN,,0.05,29.05,SUR,2024-05-24,22333500,RU000A100592,Svetofor Group,1-01-24350-J,28.9,SUR,1,3,2024-05-28
SVETP,TQBR,Светофор п,,1,1.0,A,Т+: Акции и ДР - безадрес.,2,Светофор Групп ап,,FNDT,EQIN,,0.05,,SUR,0000-00-00,2481500,RU000A1005A9,Svetofor Group ps,2-01-24350-J,,SUR,2,3,2024-05-28
TASB,TQBR,ТамбЭнСб,2.104,1000,0.02,A,Т+: Акции и ДР - безадрес.,3,"ао""Тамбов.энергсбыт.комп.""ПАО",,FNDT,EQIN,,0.002,2.126,SUR,2024-05-24,1525986880,RU000A0D8NG8,Tambov EnergoSbyt Company,1-01-65100-D,2.104,SUR,1,3,2024-05-28
TASBP,TQBR,ТамбЭнСб-п,1.172,10000,0.02,A,Т+: Акции и ДР - безадрес.,3,"ап""Тамбов.энергсбыт.комп.""ПАО",,FNDT,EQIN,,0.002,1.182,SUR,2024-05-24,217961420,RU000A0D8NH6,Tambov EnergoSbyt Comp. (pref),2-01-65100-D,1.172,SUR,2,3,2024-05-28
TATN,TQBR,Татнфт 3ао,732.1,1,1.0,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""Татнефть"" ао",,FNDT,EQIN,,0.1,728.6,SUR,2024-05-24,2178690700,RU0009033591,Tatneft-3,1-03-00161-A,736.1,SUR,1,1,2024-05-28
TATNP,TQBR,Татнфт 3ап,723.3,1,1.0,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""Татнефть"" ап 3 вып.",,FNDT,EQIN,,0.1,721.4,SUR,2024-05-24,147508500,RU0006944147,Tatneft (pref),2-03-00161-A,726.0,SUR,2,1,2024-05-28
TCSG,TQBR,ТКСХолд ао,2909.5,1,3.639384,A,Т+: Акции и ДР - безадрес.,1,ТКС Холдинг МКПАО ао,,FNDT,EQIN,,0.5,2934.5,SUR,2024-05-24,199305492,RU000A107UL4,IPJSC TCS Holding,1-01-16784-A,2930.0,SUR,1,1,2024-05-28
TGKA,TQBR,ТГК-1,0.008936,100000,0.01,A,Т+: Акции и ДР - безадрес.,6,"ао ПАО ""ТГК-1""",,FNDT,EQIN,,2e-06,0.009092,SUR,2024-05-24,3854341416571,RU000A0JNUD0,TGK-1,1-01-03388-D,0.009096,SUR,1,1,2024-05-28
TGKB,TQBR,ТГК-2,0.01184,1000000,0.01,A,Т+: Акции и ДР - безадрес.,6,"ао ПАО ""ТГК-2""",,FNDT,EQIN,,5e-06,0.01201,SUR,2024-05-24,1458404850747,RU000A0JNGS7,TGK-2,1-01-10420-A,0.01184,SUR,1,3,2024-05-28
TGKBP,TQBR,ТГК-2 ап,0.01844,100000,0.01,A,Т+: Акции и ДР - безадрес.,5,"ап ПАО ""ТГК-2""",,FNDT,EQIN,,1e-05,0.01841,SUR,2024-05-24,16500533681,RU000A0JNGT5,TGK-2 pref,2-01-10420-A,0.01844,SUR,2,3,2024-05-28
TGKN,TQBR,ТГК-14,0.0155,100000,0.001,A,Т+: Акции и ДР - безадрес.,5,"ао ПАО ""ТГК-14""",,FNDT,EQIN,,1e-05,0.01548,SUR,2024-05-24,1357945609114,RU000A0H1ES3,TGK-14,1-01-22451-F,0.0155,SUR,1,2,2024-05-28
TNSE,TQBR,ТНСэнрг ао,3180.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"ПАО ГК ""ТНС энерго"" ао",,FNDT,EQIN,,5.0,3210.0,SUR,2024-05-24,13668239,RU000A0JUCQ5,"PAO GK ""TNS energo"" ao",1-01-15521-A,3180.0,SUR,1,3,2024-05-28
TORS,TQBR,ТРК ао,1.01,10000,0.4916,A,Т+: Акции и ДР - безадрес.,3,"ао ""Томская распределит.комп.""",,FNDT,EQIN,,0.002,1.022,SUR,2024-05-24,3819315580,RU000A0ETZF2,Tomsk raspredelit. komp ao,1-01-50128-A,1.0,SUR,1,3,2024-05-28
TORSP,TQBR,ТРК ап,0.506,10000,0.4916,A,Т+: Акции и ДР - безадрес.,3,"ап ""Томская распределит.комп.""",,FNDT,EQIN,,0.001,0.512,SUR,2024-05-24,576693000,RU000A0ETZM8,Tomsk raspredelit. komp ap,2-01-50128-A,0.506,SUR,2,3,2024-05-28
TRMK,TQBR,ТМК ао,218.7,10,10.0,A,Т+: Акции и ДР - безадрес.,2,ПАО ТМК,,FNDT,EQIN,,0.02,218.92,SUR,2024-05-24,1033135366,RU000A0B6NK6,TMK ao,1-01-29031-H,219.0,SUR,1,2,2024-05-28
TRNFP,TQBR,Транснф ап,1663.0,1,0.01,A,Т+: Акции и ДР - безадрес.,1,Транснефть ПАО акц.пр.,,FNDT,EQIN,,0.5,1672.5,SUR,2024-05-24,155487500,RU0009091573,Transneft (pref),2-01-00206-A,1674.0,SUR,2,1,2024-05-28
TTLK,TQBR,Таттел. ао,1.017,1000,0.1,A,Т+: Акции и ДР - безадрес.,4,"""Таттелеком"" ПАО ао",,FNDT,EQIN,,0.0005,1.031,SUR,2024-05-24,20843976400,RU000A0HM5C1,Tattelekom,1-02-50049-A,1.017,SUR,1,3,2024-05-28
TUZA,TQBR,ТЗА ао,329.0,10,10.0,A,Т+: Акции и ДР - безадрес.,1,Туймаз. завод автобетоновозов,,FNDT,EQIN,,0.5,334.5,SUR,2024-05-24,8220000,RU000A0HL7A2,Tuimaz. Zavod Avtobetonovozov,1-01-30455-D,329.0,SUR,1,3,2024-05-28
UGLD,TQBR,ЮГК,1.0033,1000,0.001,A,Т+: Акции и ДР - безадрес.,4,ЮГК,,FNDT,EQIN,,0.0001,1.0146,SUR,2024-05-24,212827273000,RU000A0JPP37,UGC,1-02-33010-D,1.0033,SUR,1,2,2024-05-28
UKUZ,TQBR,ЮжКузб. ао,1512.0,1,0.04,A,Т+: Акции и ДР - безадрес.,0,Южный Кузбасс ПАО ао,,FNDT,EQIN,,2.0,1540.0,SUR,2024-05-24,36149002,RU0005294775,Uzhnyi Kuzbass,1-02-10591-F,1512.0,SUR,1,3,2024-05-28
UNAC,TQBR,iАвиастКао,0.9705,1000,0.27,A,Т+: Акции и ДР - безадрес.,4,Об.авиастр.корп. ПАО ао,,FNDT,EQIN,,0.0005,0.9925,SUR,2024-05-24,532939780119,RU000A0JPLZ7,Ob.aviastroitelnaya korp.,1-02-55306-E,0.9865,SUR,1,3,2024-05-28
UNKL,TQBR,ЮУНК ао,6990.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Южно-Уральский никел. комб. ао,,FNDT,EQIN,,10.0,7100.0,SUR,2024-05-24,599737,RU0004887991,Uzhno-Uralskiy nikel. komb. ao,1-01-00197-A,6990.0,SUR,1,3,2024-05-28
UPRO,TQBR,Юнипро ао,2.028,1000,0.4,A,Т+: Акции и ДР - безадрес.,3,Юнипро ПАО ао,,FNDT,EQIN,,0.001,2.042,SUR,2024-05-24,63048706145,RU000A0JNGA5,Unipro PAO ao,1-02-65104-D,2.035,SUR,1,1,2024-05-28
URKZ,TQBR,УрКузница,28600.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"ПАО ""Уральская кузница"" ао",,FNDT,EQIN,,50.0,28800.0,SUR,2024-05-24,547761,RU000A0JPFY2,Uralskaya kuznica ao,1-01-32341-D,28600.0,SUR,1,3,2024-05-28
USBN,TQBR,УралСиб ао,0.267,10000,0.1,A,Т+: Акции и ДР - безадрес.,4,БАНК УРАЛСИБ ПАО ао,,FNDT,EQIN,,0.0001,0.269,SUR,2024-05-24,360134697357,RU0006929536,BANK URALSIB ao,10200030B,0.267,SUR,1,3,2024-05-28
UTAR,TQBR,ЮТэйр ао,17.7,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"Авиакомпания ""ЮТэйр"" (ПАО) ао",,FNDT,EQIN,,0.01,17.97,SUR,2024-05-24,7896123268,RU0007661385,UTAir Aviacompany,1-01-00077-F,17.7,SUR,1,3,2024-05-28
VEON-RX,TQBR,VEON,36.6,10,0.001,A,Т+: Акции и ДР - безадрес.,2,VEON Ltd. ORD SHS,,FNDT,EQIN,,0.05,36.55,USD,2024-05-24,1749127404,BMG9349W1038,VEON Ltd. ORD SHS,,36.6,SUR,1,3,2024-05-28
VGSB,TQBR,ВолгЭнСб,17.1,1000,0.12,A,Т+: Акции и ДР - безадрес.,2,"""Волгоград.энергосбыткомп"" ПАО",,FNDT,EQIN,,0.02,17.3,SUR,2024-05-24,319595965,RU000A0D8L73,Volgograd Energo Sbyt,1-01-65103-D,17.1,SUR,1,3,2024-05-28
VGSBP,TQBR,ВолгЭнСб-п,10.8,1000,0.12,A,Т+: Акции и ДР - безадрес.,2,"""Волгоград.энергосбыткомп"" ПАО",,FNDT,EQIN,,0.02,11.02,SUR,2024-05-24,80499134,RU000A0D8L57,Volgograd Energo Sbyt (pref),2-01-65103-D,10.8,SUR,2,3,2024-05-28
VJGZ,TQBR,Варьеган,3258.0,1,0.1,A,Т+: Акции и ДР - безадрес.,0,ННК-Варьеганнефтегаз ПАО ао,,FNDT,EQIN,,2.0,3406.0,SUR,2024-05-24,18091110,RU0009046460,Var'eganneftegaz ao,1-01-00017-A,3258.0,SUR,1,3,2024-05-28
VJGZP,TQBR,Варьеган-п,2344.0,1,0.1,A,Т+: Акции и ДР - безадрес.,0,ННК-Варьеганнефтегаз ПАО ап,,FNDT,EQIN,,1.0,2377.0,SUR,2024-05-24,5883050,RU0007964789,Var'eganneftegaz ap,2-01-00017-A,2344.0,SUR,2,3,2024-05-28
VKCO,TQBR,"МКПАО ""ВК""",581.2,1,0.000450595,A,Т+: Акции и ДР - безадрес.,1,Международная компания ПАО ВК,,FNDT,EQIN,,0.2,591.6,SUR,2024-05-24,227874940,RU000A106YF0,VK International Public JS Com,1-01-16753-A,587.8,SUR,1,1,2024-05-28
VLHZ,TQBR,ВХЗ-ао,258.4,10,20.0,A,Т+: Акции и ДР - безадрес.,1,Владимирский химич.з-д(ПАО) ао,,FNDT,EQIN,,0.2,261.0,SUR,2024-05-24,5005605,RU0007984761,VHZ,1-02-04847-A,258.4,SUR,1,3,2024-05-28
VRSB,TQBR,ТНСэнВорон,617.0,10,0.4,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Воронеж ПАО ао,,FNDT,EQIN,,0.5,620.0,SUR,2024-05-24,56151024,RU000A0DPG67,TNS energo Voroneg ao,1-01-55029-E,617.0,SUR,1,3,2024-05-28
VRSBP,TQBR,ТНСэнВор-п,173.8,10,0.4,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Воронеж ПАО ап,,FNDT,EQIN,,0.2,174.6,SUR,2024-05-24,18716678,RU000A0DPG75,TNS energo Voroneg ap,2-01-55029-E,173.8,SUR,2,3,2024-05-28
VSMO,TQBR,ВСМПО-АВСМ,36940.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,Корп. ВСМПО-АВИСМА (ПАО) ао,,FNDT,EQIN,,20.0,37120.0,SUR,2024-05-24,11529538,RU0009100291,Corp. VSMPO-AVISMA ao,1-01-30202-D,37020.0,SUR,1,2,2024-05-28
VSYD,TQBR,ВыбСудЗ ао,16250.0,1,0.5,A,Т+: Акции и ДР - безадрес.,0,Выборгский Суд.Завод ПАО ао,,FNDT,EQIN,,50.0,16250.0,SUR,2024-05-24,1891250,RU0006334372,Viborgskii sudostr. Zavod ao,1-01-02203-D,16250.0,SUR,1,3,2024-05-28
VSYDP,TQBR,ВыбСудЗ ап,11760.0,1,0.5,A,Т+: Акции и ДР - безадрес.,0,Выборгский Суд.Завод ПАО ап,,FNDT,EQIN,,20.0,11820.0,SUR,2024-05-24,51839,RU0006334380,Viborgskii sudostr. Zavod ap,2-01-02203-D,11760.0,SUR,2,3,2024-05-28
VTBR,TQBR,ВТБ ао,0.02201,10000,0.01,A,Т+: Акции и ДР - безадрес.,6,ао ПАО Банк ВТБ,,FNDT,EQIN,,5e-06,0.02259,SUR,2024-05-24,26849669465190,RU000A0JP5V6,VTB,10401000B,0.022095,SUR,1,1,2024-05-28
WTCM,TQBR,ЦМТ ао,14.68,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центр междун. торговли""ПАО ао",,FNDT,EQIN,,0.02,14.96,SUR,2024-05-24,1083000000,RU0008137070,CMT,1-01-01837-A,14.68,SUR,1,3,2024-05-28
WTCMP,TQBR,ЦМТ ап,10.84,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Центр междун. торговли""ПАО ап",,FNDT,EQIN,,0.02,10.92,SUR,2024-05-24,162000000,RU0008137088,CMT (pref),2-01-01837-A,10.84,SUR,2,3,2024-05-28
WUSH,TQBR,iВУШХолднг,304.41,1,0.01,A,Т+: Акции и ДР - безадрес.,2,ВУШ Холдинг ао,,FNDT,EQIN,,0.01,306.34,SUR,2024-05-24,111382432,RU000A105EX7,WHOOSH Holding,1-01-03292-G,306.05,SUR,1,2,2024-05-28
YAKG,TQBR,ЯТЭК ао,88.4,10,1.0,A,Т+: Акции и ДР - безадрес.,2,Якутская топл.-энерг. комп. ао,,FNDT,EQIN,,0.05,89.5,SUR,2024-05-24,826919375,RU0007796819,YaTEK ao,1-01-20510-F,88.4,SUR,1,3,2024-05-28
YKEN,TQBR,Якутскэнрг,0.68,10000,2.22,A,Т+: Акции и ДР - безадрес.,3,"АК ""Якутскэнерго"" (ПАО) ао",,FNDT,EQIN,,0.001,0.686,SUR,2024-05-24,10187741424,RU0009257075,YakutskEnergo,1-01-00304-A,0.681,SUR,1,3,2024-05-28
YKENP,TQBR,Якутскэн-п,0.562,10000,2.22,A,Т+: Акции и ДР - безадрес.,3,"АК ""Якутскэнерго"" (ПАО) ап",,FNDT,EQIN,,0.001,0.563,SUR,2024-05-24,1332635125,RU0007796827,YakutskEnergo ap,2-01-00304-A,0.562,SUR,2,3,2024-05-28
YNDX,TQBR,Yandex clA,4189.2,1,0.01,A,Т+: Акции и ДР - безадрес.,1,PLLC Yandex N.V. class A shs,,FNDT,EQIN,,0.2,4217.2,EUR,2024-05-24,326342270,NL0009805522,PLLC Yandex N.V.,,4168.2,SUR,1,1,2024-05-28
YRSB,TQBR,ТНСэнЯр,1114.0,10,1.0,A,Т+: Акции и ДР - безадрес.,0,ТНС энерго Ярославль ПАО ао,,FNDT,EQIN,,2.0,1134.0,SUR,2024-05-24,17143584,RU000A0D8760,TNS energo Yaroslavl' ao,1-01-50099-A,1116.0,SUR,1,3,2024-05-28
YRSBP,TQBR,ТНСэнЯр-п,249.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Ярославль ПАО ап,,FNDT,EQIN,,0.5,253.0,SUR,2024-05-24,4507320,RU000A0D88B3,TNS energo Yaroslavl' (pref),2-01-50099-A,249.0,SUR,2,3,2024-05-28
ZAYM,TQBR,Займер ао,204.05,10,0.1,A,Т+: Акции и ДР - безадрес.,2,Займер ао,,FNDT,EQIN,,0.05,209.65,SUR,2024-05-24,100000000,RU000A107RM8,Zaymer,1-01-16767-A,204.05,SUR,1,3,2024-05-28
ZILL,TQBR,ЗИЛ ао,3410.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,Завод им. И.А.Лихачева ПАО ао,,FNDT,EQIN,,5.0,3500.0,SUR,2024-05-24,2659962,RU0009086193,ZIL ao,1-02-00036-A,3410.0,SUR,1,3,2024-05-28
ZVEZ,TQBR,ЗВЕЗДА ао,11.18,1000,0.1,A,Т+: Акции и ДР - безадрес.,2,ЗВЕЗДА ПАО ао,,FNDT,EQIN,,0.01,11.29,SUR,2024-05-24,562020480,RU0009091300,Zvezda ao,1-01-00169-D,11.19,SUR,1,3,2024-05-28
